% time	cellId	Interference
0.553929	1	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.553929	2	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.553929	3	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.554929	1	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.554929	2	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.554929	3	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.555929	1	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.555929	2	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.555929	3	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.556929	1	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.556929	2	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.556929	3	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.557929	1	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.557929	2	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.557929	3	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.558929	1	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.558929	2	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.558929	3	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.559929	1	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.559929	2	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.559929	3	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.560929	1	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.560929	2	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.560929	3	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.561929	1	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.561929	2	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.561929	3	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.562929	1	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.562929	2	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.562929	3	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.563929	1	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.563929	2	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.563929	3	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.564929	1	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.564929	2	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.564929	3	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.565929	1	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.565929	2	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.565929	3	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.566929	1	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.566929	2	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.566929	3	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.567929	1	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.567929	2	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.567929	3	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.568929	1	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.568929	2	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.568929	3	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.569929	1	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.569929	2	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.569929	3	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.570929	1	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.570929	2	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.570929	3	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.571929	1	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.571929	2	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.571929	3	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.572929	1	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.572929	2	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.572929	3	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.573929	1	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.573929	2	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.573929	3	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.574929	1	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.574929	2	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
0.574929	3	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 2.03383e-17 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 
0.575929	1	1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.2596e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 1.25893e-20 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 2.03371e-17 1.25893e-20 
