% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
32	1	1	1	0	0	19	0	1	0
32	2	2	1	0	0	19	0	1	0
32	3	3	1	0	0	19	0	1	0
33	1	4	2	0	0	19	0	1	0
33	2	2	1	0	0	19	0	1	0
33	3	3	1	0	0	19	0	1	0
34	1	1	1	0	0	19	0	1	0
34	2	2	1	0	0	19	0	1	0
34	3	3	1	0	0	19	0	1	0
35	1	4	2	0	0	19	0	1	0
35	2	2	1	0	0	19	0	1	0
35	3	3	1	0	0	19	0	1	0
36	1	1	1	0	0	19	0	1	0
36	3	3	1	0	0	19	0	1	0
37	1	4	2	0	0	19	0	1	0
37	2	2	1	0	0	19	0	1	0
37	3	3	1	0	0	19	0	1	0
38	1	1	1	0	0	19	0	1	0
38	2	5	3	0	0	19	0	1	0
38	3	6	3	0	0	19	0	1	0
39	1	4	2	0	0	19	0	1	0
40	2	5	3	0	0	19	0	1	0
40	3	6	3	0	0	19	0	1	0
41	1	4	2	0	28	549	0	1	0
42	2	5	3	0	0	19	0	1	0
42	3	6	3	0	0	19	0	1	0
43	1	4	2	0	28	549	0	1	0
43	2	2	1	0	2	32	0	1	0
43	3	3	1	0	2	32	0	1	0
44	1	1	1	0	2	32	0	1	0
44	2	5	3	0	0	19	0	1	0
44	3	6	3	0	0	19	0	1	0
45	1	4	2	0	28	549	0	1	0
45	2	2	1	0	2	32	0	1	0
45	3	3	1	0	2	32	0	1	0
46	1	1	1	0	28	549	0	1	0
46	2	5	3	0	28	549	0	1	0
46	3	6	3	0	28	549	0	1	0
47	1	4	2	0	28	549	0	1	0
47	2	2	1	0	2	32	0	1	0
47	3	3	1	0	2	32	0	1	0
48	1	1	1	0	28	549	0	1	0
48	2	5	3	0	28	549	0	1	0
48	3	6	3	0	28	549	0	1	0
49	1	4	2	0	28	549	0	1	0
49	2	2	1	0	2	32	0	1	0
49	3	3	1	0	2	32	0	1	0
50	1	1	1	0	28	549	0	1	0
50	2	5	3	0	28	549	0	1	0
50	3	6	3	0	28	549	0	1	0
51	1	4	2	0	28	549	0	1	0
51	2	2	1	0	2	32	0	1	0
51	3	3	1	0	2	32	0	1	0
52	1	1	1	0	28	549	0	1	0
52	2	5	3	0	28	549	0	1	0
52	3	6	3	0	28	549	0	1	0
53	1	4	2	0	28	549	0	1	0
53	2	2	1	0	2	32	0	1	0
53	3	3	1	0	2	32	0	1	0
54	1	1	1	0	28	549	0	1	0
54	2	5	3	0	28	549	0	1	0
54	3	6	3	0	28	549	0	1	0
55	1	4	2	0	28	549	0	1	0
55	2	2	1	0	2	32	0	1	0
55	3	3	1	0	2	32	0	1	0
56	1	1	1	0	28	549	0	1	0
56	2	5	3	0	28	549	0	1	0
56	3	6	3	0	28	549	0	1	0
57	1	4	2	0	28	549	0	1	0
57	2	2	1	0	2	32	0	1	0
57	3	3	1	0	2	32	0	1	0
58	1	1	1	0	28	549	0	1	0
58	2	5	3	0	28	549	0	1	0
58	3	6	3	0	28	549	0	1	0
59	1	4	2	0	28	549	0	1	0
59	3	3	1	0	2	32	0	1	0
60	1	1	1	0	28	549	0	1	0
60	2	5	3	0	28	549	0	1	0
60	3	6	3	0	28	549	0	1	0
61	1	4	2	0	28	549	0	1	0
61	2	2	1	0	2	32	0	1	0
61	3	3	1	0	2	32	0	1	0
62	1	1	1	0	28	549	0	1	0
62	2	5	3	0	28	549	0	1	0
62	3	6	3	0	28	549	0	1	0
63	1	4	2	0	28	549	0	1	0
63	2	2	1	0	2	32	0	1	0
63	3	3	1	0	2	32	0	1	0
64	1	1	1	0	28	549	0	1	0
64	2	5	3	0	28	549	0	1	0
64	3	6	3	0	28	549	0	1	0
65	1	4	2	0	28	549	0	1	0
65	2	2	1	0	2	32	0	1	0
65	3	3	1	0	2	32	0	1	0
66	1	1	1	0	28	549	0	1	0
66	2	5	3	0	28	549	0	1	0
66	3	6	3	0	28	549	0	1	0
67	1	4	2	0	28	549	0	1	0
67	2	2	1	0	2	32	0	1	0
67	3	3	1	0	28	549	0	1	0
68	1	1	1	0	28	549	0	1	0
68	2	5	3	0	28	549	0	1	0
68	3	6	3	0	28	549	0	1	0
69	1	4	2	0	28	549	0	1	0
69	2	2	1	0	2	32	0	1	0
69	3	3	1	0	2	32	0	1	0
70	1	1	1	0	28	549	0	1	0
70	2	5	3	0	28	549	0	1	0
70	3	6	3	0	28	549	0	1	0
71	1	4	2	0	28	549	0	1	0
71	2	2	1	0	2	32	0	1	0
71	3	3	1	0	2	32	0	1	0
72	1	1	1	0	28	549	0	1	0
72	2	5	3	0	28	549	0	1	0
72	3	6	3	0	28	549	0	1	0
73	1	4	2	0	28	549	0	1	0
73	2	2	1	0	2	32	0	1	0
73	3	3	1	0	2	32	0	1	0
74	1	1	1	0	28	549	0	1	0
74	2	5	3	0	28	549	0	1	0
74	3	3	1	0	28	549	0	0	0
75	1	4	2	0	28	549	0	1	0
75	2	2	1	0	2	32	0	1	0
75	3	6	3	0	28	549	0	1	0
76	1	1	1	0	28	549	0	1	0
76	2	5	3	0	28	549	0	1	0
76	3	3	1	0	2	32	0	1	0
77	1	4	2	0	28	549	0	1	0
77	2	2	1	0	2	32	0	1	0
77	3	6	3	0	28	549	0	1	0
78	1	1	1	0	28	549	0	1	0
78	2	5	3	0	28	549	0	1	0
78	3	3	1	0	2	32	0	1	0
79	1	4	2	0	28	549	0	1	0
79	2	2	1	0	2	32	0	1	0
79	3	6	3	0	28	549	0	1	0
80	1	1	1	0	28	549	0	1	0
80	2	5	3	0	28	549	0	1	0
80	3	3	1	0	2	32	0	1	0
81	1	1	1	0	28	549	0	0	0
81	2	2	1	0	2	32	0	1	0
81	3	3	1	0	28	549	0	0	0
82	1	4	2	0	28	549	0	1	0
82	2	5	3	0	28	549	0	1	0
82	3	6	3	0	28	549	0	1	0
83	1	1	1	0	28	549	0	0	0
83	2	2	1	0	28	549	0	1	0
83	3	3	1	0	2	32	0	1	0
84	1	4	2	0	28	549	0	1	0
84	2	5	3	0	28	549	0	1	0
84	3	6	3	0	28	549	0	1	0
85	1	1	1	0	28	549	0	0	0
85	2	2	1	0	28	549	0	1	0
85	3	3	1	0	2	32	0	1	0
86	1	4	2	0	28	549	0	1	0
86	2	5	3	0	28	549	0	1	0
86	3	6	3	0	28	549	0	1	0
87	2	2	1	0	28	549	0	1	0
87	3	3	1	0	2	32	0	1	0
88	1	1	1	0	28	549	0	0	0
88	2	5	3	0	28	549	0	1	0
88	3	3	1	0	28	549	0	0	0
89	1	4	2	0	28	549	0	1	0
89	3	6	3	0	28	549	0	1	0
90	1	1	1	0	28	549	0	0	0
90	2	2	1	0	28	549	0	0	0
91	1	4	2	0	28	549	0	1	0
91	2	5	3	0	28	549	0	1	0
91	3	6	3	0	28	549	0	1	0
92	1	1	1	0	28	549	0	0	0
92	2	2	1	0	28	549	0	0	0
93	1	4	2	0	28	549	0	1	0
93	2	5	3	0	28	549	0	1	0
93	3	6	3	0	28	549	0	1	0
94	2	2	1	0	28	549	0	0	0
94	3	3	1	0	2	32	0	1	0
95	1	1	1	0	28	549	0	0	0
95	2	5	3	0	28	549	0	1	0
95	3	6	3	0	28	549	0	1	0
96	1	4	2	0	28	549	0	1	0
96	2	2	1	0	2	32	0	1	0
96	3	3	1	0	2	32	0	1	0
97	1	1	1	0	28	549	0	0	0
97	2	2	1	0	28	549	0	0	0
97	3	6	3	0	28	549	0	1	0
98	1	4	2	0	28	549	0	1	0
98	2	5	3	0	28	549	0	1	0
98	3	3	1	0	2	32	0	1	0
99	1	1	1	0	28	549	0	0	0
99	2	2	1	0	28	549	0	0	0
99	3	6	3	0	28	549	0	1	0
100	1	4	2	0	28	549	0	1	0
100	2	5	3	0	28	549	0	1	0
100	3	3	1	0	2	32	0	1	0
101	1	1	1	0	2	32	0	1	0
101	2	2	1	0	28	549	0	0	0
101	3	6	3	0	28	549	0	1	0
102	1	4	2	0	28	549	0	1	0
102	2	5	3	0	28	549	0	1	0
102	3	3	1	0	2	32	0	1	0
103	1	1	1	0	28	549	0	1	0
103	2	2	1	0	2	32	0	1	0
103	3	6	3	0	28	549	0	1	0
104	1	4	2	0	28	549	0	1	0
104	2	2	1	0	28	549	0	0	0
104	3	3	1	0	2	32	0	1	0
105	1	1	1	0	2	32	0	1	0
105	2	5	3	0	28	549	0	1	0
105	3	6	3	0	28	549	0	1	0
106	1	4	2	0	28	549	0	1	0
106	2	2	1	0	28	549	0	0	0
106	3	3	1	0	28	549	0	1	0
107	1	1	1	0	2	32	0	1	0
107	2	5	3	0	28	549	0	1	0
107	3	6	3	0	28	549	0	1	0
108	1	4	2	0	28	549	0	1	0
108	2	2	1	0	28	549	0	0	0
108	3	3	1	0	28	549	0	1	0
109	1	1	1	0	2	32	0	1	0
109	2	5	3	0	28	549	0	1	0
109	3	6	3	0	28	549	0	1	0
110	1	1	1	0	28	549	0	0	0
110	2	2	1	0	2	32	0	1	0
110	3	3	1	0	28	549	0	1	0
111	1	4	2	0	28	549	0	1	0
111	2	5	3	0	28	549	0	1	0
111	3	6	3	0	28	549	0	1	0
112	1	1	1	0	28	549	0	1	0
112	2	2	1	0	2	32	0	1	0
112	3	3	1	0	2	32	0	1	0
113	1	4	2	0	28	549	0	1	0
113	2	5	3	0	28	549	0	1	0
113	3	3	1	0	28	549	0	0	0
114	1	1	1	0	28	549	0	1	0
114	2	2	1	0	2	32	0	1	0
114	3	6	3	0	28	549	0	1	0
115	1	4	2	0	28	549	0	1	0
115	2	5	3	0	28	549	0	1	0
115	3	3	1	0	28	549	0	0	0
116	1	1	1	0	28	549	0	1	0
116	2	2	1	0	2	32	0	1	0
116	3	6	3	0	28	549	0	1	0
117	1	1	1	0	28	549	0	0	0
117	2	5	3	0	28	549	0	1	0
117	3	3	1	0	28	549	0	0	0
118	1	4	2	0	28	549	0	1	0
118	3	6	3	0	28	549	0	1	0
119	2	5	3	0	28	549	0	1	0
120	1	4	2	0	28	549	0	1	0
120	3	6	3	0	28	549	0	1	0
121	1	1	1	0	28	549	0	0	0
121	2	5	3	0	28	549	0	1	0
121	3	3	1	0	28	549	0	1	0
122	1	4	2	0	28	549	0	1	0
122	2	2	1	0	2	32	0	1	0
122	3	6	3	0	28	549	0	1	0
123	1	1	1	0	28	549	0	0	0
123	2	5	3	0	28	549	0	1	0
123	3	3	1	0	28	549	0	1	0
124	1	1	1	0	28	549	0	0	0
124	2	2	1	0	2	32	0	1	0
124	3	3	1	0	28	549	0	0	0
125	1	4	2	0	28	549	0	1	0
125	2	5	3	0	28	549	0	1	0
125	3	6	3	0	28	549	0	1	0
126	1	1	1	0	2	32	0	1	0
126	2	2	1	0	2	32	0	1	0
126	3	3	1	0	2	32	0	1	0
127	1	4	2	0	28	549	0	1	0
127	2	5	3	0	28	549	0	1	0
127	3	6	3	0	28	549	0	1	0
128	1	1	1	0	28	549	0	0	0
128	2	2	1	0	2	32	0	1	0
128	3	3	1	0	28	549	0	0	0
129	1	4	2	0	28	549	0	1	0
129	2	5	3	0	28	549	0	1	0
129	3	6	3	0	28	549	0	1	0
130	1	1	1	0	28	549	0	0	0
130	2	2	1	0	28	549	0	1	0
130	3	3	1	0	28	549	0	0	0
131	1	4	2	0	28	549	0	1	0
131	2	5	3	0	28	549	0	1	0
131	3	3	1	0	28	549	0	0	0
132	3	6	3	0	28	549	0	1	0
133	1	4	2	0	28	549	0	1	0
133	2	5	3	0	28	549	0	1	0
134	3	6	3	0	28	549	0	1	0
135	1	1	1	0	28	549	0	0	0
135	2	5	3	0	28	549	0	1	0
135	3	3	1	0	28	549	0	0	0
136	1	4	2	0	28	549	0	1	0
136	3	6	3	0	28	549	0	1	0
137	1	1	1	0	28	549	0	0	0
137	2	2	1	0	28	549	0	0	0
137	3	3	1	0	28	549	0	0	0
138	1	4	2	0	28	549	0	1	0
138	2	5	3	0	28	549	0	1	0
138	3	6	3	0	28	549	0	1	0
139	3	3	1	0	28	549	0	1	0
140	1	4	2	0	28	549	0	1	0
140	2	5	3	0	28	549	0	1	0
140	3	6	3	0	28	549	0	1	0
141	3	3	1	0	28	549	0	1	0
142	1	4	2	0	28	549	0	1	0
142	2	5	3	0	28	549	0	1	0
142	3	3	1	0	28	549	0	0	0
143	1	1	1	0	2	32	0	1	0
143	3	6	3	0	28	549	0	1	0
144	1	4	2	0	28	549	0	1	0
144	2	2	1	0	28	549	0	0	0
144	3	3	1	0	28	549	0	0	0
145	2	5	3	0	28	549	0	1	0
145	3	6	3	0	28	549	0	1	0
146	1	4	2	0	28	549	0	1	0
146	3	3	1	0	28	549	0	1	0
147	2	5	3	0	28	549	0	1	0
147	3	6	3	0	28	549	0	1	0
148	1	4	2	0	28	549	0	1	0
148	3	3	1	0	28	549	0	1	0
149	2	5	3	0	28	549	0	1	0
149	3	6	3	0	28	549	0	1	0
150	1	4	2	0	28	549	0	1	0
150	3	3	1	0	28	549	0	1	0
151	1	1	1	0	28	549	0	1	0
151	2	2	1	0	28	549	0	0	0
151	3	6	3	0	28	549	0	1	0
152	1	4	2	0	28	549	0	1	0
152	2	5	3	0	28	549	0	1	0
152	3	3	1	0	2	32	0	1	0
153	1	1	1	0	28	549	0	1	0
153	2	2	1	0	2	32	0	1	0
153	3	6	3	0	28	549	0	1	0
154	1	4	2	0	28	549	0	1	0
154	2	5	3	0	28	549	0	1	0
154	3	3	1	0	28	549	0	1	0
155	1	1	1	0	28	549	0	1	0
155	2	2	1	0	2	32	0	1	0
155	3	6	3	0	28	549	0	1	0
156	1	4	2	0	28	549	0	1	0
156	2	5	3	0	28	549	0	1	0
156	3	3	1	0	28	549	0	1	0
157	1	1	1	0	28	549	0	1	0
157	2	2	1	0	2	32	0	1	0
157	3	6	3	0	28	549	0	1	0
158	1	1	1	0	28	549	0	0	0
158	2	5	3	0	28	549	0	1	0
158	3	3	1	0	28	549	0	1	0
159	1	4	2	0	28	549	0	1	0
159	2	2	1	0	2	32	0	1	0
159	3	6	3	0	28	549	0	1	0
160	1	1	1	0	28	549	0	0	0
160	2	5	3	0	28	549	0	1	0
160	3	3	1	0	28	549	0	1	0
161	1	4	2	0	28	549	0	1	0
161	2	2	1	0	2	32	0	1	0
161	3	6	3	0	28	549	0	1	0
162	1	1	1	0	28	549	0	0	0
162	2	5	3	0	28	549	0	1	0
162	3	3	1	0	28	549	0	1	0
163	1	4	2	0	28	549	0	1	0
163	2	2	1	0	2	32	0	1	0
163	3	6	3	0	28	549	0	1	0
164	1	1	1	0	28	549	0	0	0
164	2	5	3	0	28	549	0	1	0
164	3	3	1	0	28	549	0	1	0
165	1	1	1	0	28	549	0	0	0
165	2	2	1	0	2	32	0	1	0
165	3	3	1	0	28	549	0	0	0
166	1	4	2	0	28	549	0	1	0
166	2	5	3	0	28	549	0	1	0
166	3	6	3	0	28	549	0	1	0
167	1	1	1	0	28	549	0	0	0
167	2	2	1	0	28	549	0	1	0
167	3	3	1	0	28	549	0	0	0
168	1	4	2	0	28	549	0	1	0
168	2	5	3	0	28	549	0	1	0
168	3	6	3	0	28	549	0	1	0
169	1	1	1	0	28	549	0	0	0
169	2	2	1	0	28	549	0	1	0
169	3	3	1	0	28	549	0	0	0
170	1	4	2	0	28	549	0	1	0
170	2	5	3	0	28	549	0	1	0
170	3	6	3	0	28	549	0	1	0
171	1	1	1	0	28	549	0	0	0
171	2	2	1	0	28	549	0	1	0
171	3	3	1	0	28	549	0	0	0
172	1	1	1	0	28	549	0	0	0
172	2	5	3	0	28	549	0	1	0
172	3	3	1	0	28	549	0	0	0
173	1	4	2	0	28	549	0	1	0
173	3	6	3	0	28	549	0	1	0
174	1	1	1	0	28	549	0	0	0
174	2	2	1	0	28	549	0	0	0
174	3	3	1	0	28	549	0	0	0
175	1	4	2	0	28	549	0	1	0
175	2	5	3	0	28	549	0	1	0
175	3	6	3	0	28	549	0	1	0
176	1	1	1	0	28	549	0	0	0
176	2	2	1	0	28	549	0	0	0
176	3	3	1	0	28	549	0	0	0
177	1	4	2	0	28	549	0	1	0
177	2	5	3	0	28	549	0	1	0
177	3	6	3	0	28	549	0	1	0
178	1	1	1	0	28	549	0	0	0
178	2	2	1	0	28	549	0	0	0
178	3	3	1	0	28	549	0	0	0
179	1	4	2	0	28	549	0	1	0
179	2	5	3	0	28	549	0	1	0
179	3	3	1	0	28	549	0	0	0
180	1	1	1	0	2	32	0	1	0
180	3	6	3	0	28	549	0	1	0
181	1	4	2	0	28	549	0	1	0
181	2	2	1	0	28	549	0	0	0
181	3	3	1	0	28	549	0	0	0
182	2	5	3	0	28	549	0	1	0
182	3	6	3	0	28	549	0	1	0
183	1	4	2	0	28	549	0	1	0
183	2	2	1	0	28	549	0	0	0
183	3	3	1	0	28	549	0	0	0
184	2	5	3	0	28	549	0	1	0
184	3	6	3	0	28	549	0	1	0
185	1	4	2	0	28	549	0	1	0
185	2	2	1	0	28	549	0	0	0
185	3	3	1	0	28	549	0	0	0
186	2	5	3	0	28	549	0	1	0
186	3	6	3	0	28	549	0	1	0
187	1	4	2	0	28	549	0	1	0
187	3	3	1	0	28	549	0	1	0
188	1	1	1	0	28	549	0	1	0
188	2	2	1	0	28	549	0	0	0
188	3	6	3	0	28	549	0	1	0
189	1	4	2	0	28	549	0	1	0
189	2	5	3	0	28	549	0	1	0
189	3	3	1	0	2	32	0	1	0
190	1	1	1	0	28	549	0	1	0
190	2	2	1	0	28	549	0	0	0
190	3	6	3	0	28	549	0	1	0
191	1	4	2	0	28	549	0	1	0
191	2	5	3	0	28	549	0	1	0
191	3	3	1	0	2	32	0	1	0
192	1	1	1	0	28	549	0	1	0
192	2	2	1	0	28	549	0	0	0
192	3	6	3	0	28	549	0	1	0
193	1	4	2	0	28	549	0	1	0
193	2	5	3	0	28	549	0	1	0
193	3	3	1	0	2	32	0	1	0
194	1	1	1	0	28	549	0	1	0
194	2	2	1	0	2	32	0	1	0
194	3	6	3	0	28	549	0	1	0
195	1	1	1	0	28	549	0	0	0
195	2	5	3	0	28	549	0	1	0
195	3	3	1	0	28	549	0	1	0
196	1	4	2	0	28	549	0	1	0
196	2	2	1	0	2	32	0	1	0
196	3	6	3	0	28	549	0	1	0
197	1	1	1	0	28	549	0	0	0
197	2	5	3	0	28	549	0	1	0
197	3	3	1	0	28	549	0	1	0
198	1	4	2	0	28	549	0	1	0
198	2	2	1	0	2	32	0	1	0
198	3	6	3	0	28	549	0	1	0
199	1	1	1	0	28	549	0	0	0
199	2	5	3	0	28	549	0	1	0
199	3	3	1	0	28	549	0	1	0
200	1	4	2	0	28	549	0	1	0
200	2	2	1	0	2	32	0	1	0
200	3	6	3	0	28	549	0	1	0
201	1	1	1	0	28	549	0	0	0
201	2	5	3	0	28	549	0	1	0
201	3	3	1	0	28	549	0	1	0
202	1	1	1	0	28	549	0	0	0
202	2	2	1	0	2	32	0	1	0
202	3	3	1	0	28	549	0	0	0
203	1	4	2	0	28	549	0	1	0
203	2	5	3	0	28	549	0	1	0
203	3	6	3	0	28	549	0	1	0
204	1	1	1	0	28	549	0	0	0
204	2	2	1	0	28	549	0	1	0
204	3	3	1	0	28	549	0	0	0
205	1	4	2	0	28	549	0	1	0
205	2	5	3	0	28	549	0	1	0
205	3	6	3	0	28	549	0	1	0
206	1	1	1	0	28	549	0	0	0
206	2	2	1	0	28	549	0	1	0
206	3	3	1	0	28	549	0	0	0
207	1	1	1	0	2	32	0	1	0
207	1	4	2	0	28	549	0	1	0
207	2	2	1	0	28	549	0	1	0
207	2	5	3	0	28	549	0	1	0
207	3	3	1	0	2	32	0	1	0
207	3	6	3	0	28	549	0	1	0
208	1	1	1	0	28	549	0	0	0
208	2	2	1	0	28	549	0	1	0
208	2	5	3	0	28	549	0	1	0
208	3	3	1	0	28	549	0	0	0
209	1	1	1	0	28	549	0	0	0
209	2	2	1	0	28	549	0	1	0
209	2	5	3	0	28	549	0	1	0
209	3	3	1	0	28	549	0	0	0
210	1	1	1	0	2	32	0	1	0
210	1	4	2	0	28	549	0	1	0
210	2	2	1	0	28	549	0	1	0
210	2	5	3	0	28	549	0	1	0
210	3	3	1	0	2	32	0	1	0
210	3	6	3	0	28	549	0	1	0
211	1	1	1	0	28	549	0	0	0
211	2	2	1	0	28	549	0	0	0
211	3	3	1	0	28	549	0	0	0
212	1	1	1	0	2	32	0	1	0
212	1	4	2	0	28	549	0	1	0
212	2	2	1	0	28	549	0	1	0
212	2	5	3	0	28	549	0	1	0
212	3	3	1	0	2	32	0	1	0
212	3	6	3	0	28	549	0	1	0
213	1	1	1	0	28	549	0	0	0
213	2	2	1	0	28	549	0	0	0
213	3	3	1	0	28	549	0	0	0
214	1	1	1	0	28	549	0	1	0
214	1	4	2	0	28	549	0	1	0
214	2	2	1	0	28	549	0	1	0
214	2	5	3	0	28	549	0	1	0
214	3	3	1	0	28	549	0	1	0
214	3	6	3	0	28	549	0	1	0
215	1	1	1	0	28	549	0	0	0
215	2	2	1	0	28	549	0	1	0
215	2	5	3	0	28	549	0	1	0
215	3	3	1	0	28	549	0	0	0
216	1	1	1	0	28	549	0	1	0
216	1	4	2	0	28	549	0	1	0
216	2	2	1	0	28	549	0	1	0
216	2	5	3	0	28	549	0	1	0
216	3	3	1	0	28	549	0	0	0
217	1	1	1	0	28	549	0	1	0
217	1	4	2	0	28	549	0	1	0
217	2	2	1	0	28	549	0	1	0
217	2	5	3	0	28	549	0	1	0
217	3	3	1	0	28	549	0	1	0
217	3	6	3	0	28	549	0	1	0
218	1	1	1	0	28	549	0	1	0
218	1	4	2	0	28	549	0	1	0
218	2	2	1	0	28	549	0	0	0
218	3	3	1	0	28	549	0	0	0
219	1	1	1	0	28	549	0	1	0
219	1	4	2	0	28	549	0	1	0
219	2	2	1	0	28	549	0	1	0
219	2	5	3	0	28	549	0	1	0
219	3	3	1	0	28	549	0	1	0
219	3	6	3	0	28	549	0	1	0
220	1	1	1	0	28	549	0	1	0
220	1	4	2	0	28	549	0	1	0
220	2	2	1	0	28	549	0	0	0
220	3	3	1	0	28	549	0	0	0
221	1	1	1	0	28	549	0	1	0
221	1	4	2	0	28	549	0	1	0
221	2	2	1	0	28	549	0	1	0
221	2	5	3	0	28	549	0	1	0
221	3	3	1	0	28	549	0	1	0
221	3	6	3	0	28	549	0	1	0
222	1	1	1	0	28	549	0	1	0
222	1	4	2	0	28	549	0	1	0
222	2	2	1	0	28	549	0	1	0
222	2	5	3	0	28	549	0	1	0
222	3	3	1	0	28	549	0	0	0
223	1	1	1	0	28	549	0	1	0
223	1	4	2	0	28	549	0	1	0
223	2	2	1	0	28	549	0	1	0
223	2	5	3	0	28	549	0	1	0
223	3	3	1	0	28	549	0	1	0
223	3	6	3	0	28	549	0	1	0
224	1	1	1	0	28	549	0	1	0
224	1	4	2	0	28	549	0	1	0
224	2	2	1	0	28	549	0	1	0
224	2	5	3	0	28	549	0	1	0
224	3	6	3	0	28	549	0	1	0
225	1	1	1	0	28	549	0	1	0
225	1	4	2	0	28	549	0	1	0
225	2	2	1	0	28	549	0	0	0
225	3	3	1	0	28	549	0	1	0
225	3	6	3	0	28	549	0	1	0
226	1	1	1	0	28	549	0	1	0
226	1	4	2	0	28	549	0	1	0
226	2	2	1	0	28	549	0	1	0
226	2	5	3	0	28	549	0	1	0
226	3	3	1	0	28	549	0	1	0
226	3	6	3	0	28	549	0	1	0
227	1	1	1	0	28	549	0	1	0
227	1	4	2	0	28	549	0	1	0
227	2	2	1	0	28	549	0	0	0
227	3	3	1	0	28	549	0	1	0
227	3	6	3	0	28	549	0	1	0
228	1	1	1	0	28	549	0	1	0
228	1	4	2	0	28	549	0	1	0
228	2	2	1	0	28	549	0	1	0
228	2	5	3	0	28	549	0	1	0
228	3	3	1	0	28	549	0	1	0
228	3	6	3	0	28	549	0	1	0
229	1	1	1	0	28	549	0	1	0
229	1	4	2	0	28	549	0	1	0
229	2	2	1	0	28	549	0	1	0
229	2	5	3	0	28	549	0	1	0
229	3	3	1	0	28	549	0	1	0
229	3	6	3	0	28	549	0	1	0
230	1	1	1	0	28	549	0	1	0
230	1	4	2	0	28	549	0	1	0
230	2	2	1	0	28	549	0	1	0
230	2	5	3	0	28	549	0	1	0
230	3	3	1	0	28	549	0	1	0
230	3	6	3	0	28	549	0	1	0
231	1	1	1	0	28	549	0	1	0
231	1	4	2	0	28	549	0	1	0
231	2	2	1	0	28	549	0	1	0
231	2	5	3	0	28	549	0	1	0
231	3	6	3	0	28	549	0	1	0
232	1	1	1	0	28	549	0	1	0
232	1	4	2	0	28	549	0	1	0
232	2	2	1	0	28	549	0	1	0
232	2	5	3	0	28	549	0	1	0
232	3	3	1	0	28	549	0	1	0
232	3	6	3	0	28	549	0	1	0
233	1	1	1	0	28	549	0	1	0
233	1	4	2	0	28	549	0	1	0
233	2	2	1	0	28	549	0	1	0
233	2	5	3	0	28	549	0	1	0
233	3	3	1	0	28	549	0	1	0
233	3	6	3	0	28	549	0	1	0
234	1	1	1	0	28	549	0	1	0
234	1	4	2	0	28	549	0	1	0
234	2	2	1	0	28	549	0	1	0
234	2	5	3	0	28	549	0	1	0
234	3	3	1	0	28	549	0	1	0
234	3	6	3	0	28	549	0	1	0
235	1	1	1	0	28	549	0	1	0
235	1	4	2	0	28	549	0	1	0
235	2	2	1	0	28	549	0	1	0
235	2	5	3	0	28	549	0	1	0
235	3	3	1	0	28	549	0	1	0
235	3	6	3	0	28	549	0	1	0
236	1	1	1	0	28	549	0	1	0
236	1	4	2	0	28	549	0	1	0
236	2	2	1	0	28	549	0	1	0
236	2	5	3	0	28	549	0	1	0
236	3	3	1	0	28	549	0	1	0
236	3	6	3	0	28	549	0	1	0
237	1	1	1	0	28	549	0	1	0
237	1	4	2	0	28	549	0	1	0
237	2	2	1	0	28	549	0	1	0
237	2	5	3	0	28	549	0	1	0
237	3	3	1	0	28	549	0	1	0
237	3	6	3	0	28	549	0	1	0
238	1	1	1	0	28	549	0	1	0
238	1	4	2	0	28	549	0	1	0
238	2	2	1	0	28	549	0	1	0
238	2	5	3	0	28	549	0	1	0
238	3	3	1	0	28	549	0	1	0
238	3	6	3	0	28	549	0	1	0
239	1	1	1	0	28	549	0	1	0
239	1	4	2	0	28	549	0	1	0
239	2	2	1	0	28	549	0	1	0
239	2	5	3	0	28	549	0	1	0
239	3	3	1	0	28	549	0	1	0
239	3	6	3	0	28	549	0	1	0
240	1	1	1	0	28	549	0	1	0
240	1	4	2	0	28	549	0	1	0
240	2	2	1	0	28	549	0	1	0
240	2	5	3	0	28	549	0	1	0
240	3	3	1	0	28	549	0	1	0
240	3	6	3	0	28	549	0	1	0
241	1	1	1	0	28	549	0	1	0
241	1	4	2	0	28	549	0	1	0
241	2	2	1	0	28	549	0	1	0
241	2	5	3	0	28	549	0	1	0
241	3	3	1	0	28	549	0	1	0
241	3	6	3	0	28	549	0	1	0
242	1	1	1	0	28	549	0	1	0
242	1	4	2	0	28	549	0	1	0
242	2	2	1	0	28	549	0	1	0
242	2	5	3	0	28	549	0	1	0
242	3	3	1	0	28	549	0	1	0
242	3	6	3	0	28	549	0	1	0
243	1	1	1	0	28	549	0	1	0
243	1	4	2	0	28	549	0	1	0
243	2	5	3	0	28	549	0	1	0
243	3	3	1	0	28	549	0	1	0
243	3	6	3	0	28	549	0	1	0
244	1	1	1	0	28	549	0	1	0
244	1	4	2	0	28	549	0	1	0
244	2	2	1	0	28	549	0	1	0
244	2	5	3	0	28	549	0	1	0
244	3	3	1	0	28	549	0	1	0
244	3	6	3	0	28	549	0	1	0
245	1	1	1	0	28	549	0	1	0
245	1	4	2	0	28	549	0	1	0
245	2	2	1	0	28	549	0	1	0
245	2	5	3	0	28	549	0	1	0
245	3	3	1	0	28	549	0	1	0
245	3	6	3	0	28	549	0	1	0
246	1	1	1	0	28	549	0	1	0
246	1	4	2	0	28	549	0	1	0
