% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
672	2	2	1	0	28	549	0	1	0
672	2	5	3	0	28	549	0	1	0
672	3	3	1	0	28	549	0	1	0
672	3	6	3	0	28	549	0	1	0
673	1	1	1	0	28	549	0	1	0
673	1	4	2	0	28	549	0	1	0
673	2	2	1	0	28	549	0	1	0
673	2	5	3	0	28	549	0	1	0
673	3	3	1	0	28	549	0	1	0
673	3	6	3	0	28	549	0	1	0
674	1	1	1	0	28	549	0	1	0
674	1	4	2	0	28	549	0	1	0
674	2	2	1	0	28	549	0	1	0
674	2	5	3	0	28	549	0	1	0
674	3	3	1	0	28	549	0	1	0
674	3	6	3	0	28	549	0	1	0
675	1	4	2	0	28	549	0	1	0
675	2	2	1	0	28	549	0	1	0
675	2	5	3	0	28	549	0	1	0
675	3	3	1	0	28	549	0	1	0
675	3	6	3	0	28	549	0	1	0
676	1	1	1	0	28	549	0	1	0
676	1	4	2	0	28	549	0	1	0
676	2	2	1	0	28	549	0	1	0
676	2	5	3	0	28	549	0	1	0
676	3	3	1	0	28	549	0	1	0
676	3	6	3	0	28	549	0	1	0
677	1	1	1	0	28	549	0	1	0
677	1	4	2	0	28	549	0	1	0
677	2	2	1	0	28	549	0	1	0
677	2	5	3	0	28	549	0	1	0
677	3	3	1	0	28	549	0	1	0
677	3	6	3	0	28	549	0	1	0
678	1	1	1	0	28	549	0	1	0
678	1	4	2	0	28	549	0	1	0
678	2	2	1	0	28	549	0	1	0
678	2	5	3	0	28	549	0	1	0
678	3	3	1	0	28	549	0	1	0
678	3	6	3	0	28	549	0	1	0
679	1	1	1	0	28	549	0	1	0
679	1	4	2	0	28	549	0	1	0
679	2	2	1	0	28	549	0	1	0
679	2	5	3	0	28	549	0	1	0
679	3	3	1	0	28	549	0	1	0
679	3	6	3	0	28	549	0	1	0
680	1	1	1	0	28	549	0	1	0
680	1	4	2	0	28	549	0	1	0
680	2	2	1	0	28	549	0	1	0
680	2	5	3	0	28	549	0	1	0
680	3	3	1	0	28	549	0	1	0
680	3	6	3	0	28	549	0	1	0
681	1	1	1	0	28	549	0	1	0
681	1	4	2	0	28	549	0	1	0
681	2	2	1	0	28	549	0	1	0
681	2	5	3	0	28	549	0	1	0
681	3	3	1	0	28	549	0	1	0
681	3	6	3	0	28	549	0	1	0
682	1	1	1	0	28	549	0	1	0
682	1	4	2	0	28	549	0	1	0
682	2	2	1	0	28	549	0	1	0
682	2	5	3	0	28	549	0	1	0
682	3	3	1	0	28	549	0	1	0
682	3	6	3	0	28	549	0	1	0
683	1	1	1	0	28	549	0	1	0
683	1	4	2	0	28	549	0	1	0
683	2	2	1	0	28	549	0	1	0
683	2	5	3	0	28	549	0	1	0
683	3	3	1	0	28	549	0	1	0
683	3	6	3	0	28	549	0	1	0
684	1	1	1	0	28	549	0	1	0
684	1	4	2	0	28	549	0	1	0
684	2	2	1	0	28	549	0	1	0
684	2	5	3	0	28	549	0	1	0
684	3	3	1	0	28	549	0	1	0
684	3	6	3	0	28	549	0	1	0
685	1	1	1	0	28	549	0	1	0
685	1	4	2	0	28	549	0	1	0
685	2	2	1	0	28	549	0	1	0
685	2	5	3	0	28	549	0	1	0
685	3	3	1	0	28	549	0	1	0
685	3	6	3	0	28	549	0	1	0
686	1	1	1	0	28	549	0	1	0
686	1	4	2	0	28	549	0	1	0
686	2	2	1	0	28	549	0	1	0
686	2	5	3	0	28	549	0	1	0
686	3	3	1	0	28	549	0	1	0
686	3	6	3	0	28	549	0	1	0
687	1	1	1	0	28	549	0	1	0
687	1	4	2	0	28	549	0	1	0
687	2	2	1	0	28	549	0	1	0
687	2	5	3	0	28	549	0	1	0
687	3	6	3	0	28	549	0	1	0
688	1	1	1	0	28	549	0	1	0
688	1	4	2	0	28	549	0	1	0
688	2	2	1	0	28	549	0	1	0
688	2	5	3	0	28	549	0	1	0
688	3	3	1	0	28	549	0	1	0
688	3	6	3	0	28	549	0	1	0
689	1	1	1	0	28	549	0	1	0
689	1	4	2	0	28	549	0	1	0
689	2	2	1	0	28	549	0	1	0
689	2	5	3	0	28	549	0	1	0
689	3	3	1	0	28	549	0	1	0
689	3	6	3	0	28	549	0	1	0
690	1	1	1	0	28	549	0	1	0
690	1	4	2	0	28	549	0	1	0
690	2	2	1	0	28	549	0	1	0
690	2	5	3	0	28	549	0	1	0
690	3	3	1	0	28	549	0	1	0
690	3	6	3	0	28	549	0	1	0
691	1	1	1	0	28	549	0	1	0
691	1	4	2	0	28	549	0	1	0
691	2	2	1	0	28	549	0	1	0
691	2	5	3	0	28	549	0	1	0
691	3	3	1	0	28	549	0	1	0
691	3	6	3	0	28	549	0	1	0
692	1	1	1	0	28	549	0	1	0
692	1	4	2	0	28	549	0	1	0
692	2	2	1	0	28	549	0	1	0
692	2	5	3	0	28	549	0	1	0
692	3	3	1	0	28	549	0	1	0
692	3	6	3	0	28	549	0	1	0
693	1	1	1	0	28	549	0	1	0
693	1	4	2	0	28	549	0	1	0
693	2	2	1	0	28	549	0	1	0
693	2	5	3	0	28	549	0	1	0
693	3	3	1	0	28	549	0	1	0
693	3	6	3	0	28	549	0	1	0
694	1	1	1	0	28	549	0	1	0
694	1	4	2	0	28	549	0	1	0
694	2	2	1	0	28	549	0	1	0
694	2	5	3	0	28	549	0	1	0
694	3	6	3	0	28	549	0	1	0
695	1	1	1	0	28	549	0	1	0
695	1	4	2	0	28	549	0	1	0
695	2	2	1	0	28	549	0	1	0
695	2	5	3	0	28	549	0	1	0
695	3	3	1	0	28	549	0	1	0
695	3	6	3	0	28	549	0	1	0
696	1	1	1	0	28	549	0	1	0
696	1	4	2	0	28	549	0	1	0
696	2	2	1	0	28	549	0	1	0
696	2	5	3	0	28	549	0	1	0
696	3	3	1	0	28	549	0	1	0
696	3	6	3	0	28	549	0	1	0
697	1	1	1	0	28	549	0	1	0
697	1	4	2	0	28	549	0	1	0
697	2	2	1	0	28	549	0	1	0
697	2	5	3	0	28	549	0	1	0
697	3	3	1	0	28	549	0	1	0
697	3	6	3	0	28	549	0	1	0
698	1	1	1	0	28	549	0	1	0
698	1	4	2	0	28	549	0	1	0
698	2	2	1	0	28	549	0	1	0
698	2	5	3	0	28	549	0	1	0
698	3	3	1	0	28	549	0	1	0
698	3	6	3	0	28	549	0	1	0
699	1	1	1	0	28	549	0	1	0
699	1	4	2	0	28	549	0	1	0
699	2	2	1	0	28	549	0	1	0
699	2	5	3	0	28	549	0	1	0
699	3	3	1	0	28	549	0	1	0
699	3	6	3	0	28	549	0	1	0
700	1	1	1	0	28	549	0	1	0
700	1	4	2	0	28	549	0	1	0
700	2	2	1	0	28	549	0	1	0
700	2	5	3	0	28	549	0	1	0
700	3	3	1	0	28	549	0	1	0
700	3	6	3	0	28	549	0	1	0
701	1	1	1	0	28	549	0	1	0
701	1	4	2	0	28	549	0	1	0
701	2	2	1	0	28	549	0	1	0
701	2	5	3	0	28	549	0	1	0
701	3	3	1	0	28	549	0	1	0
701	3	6	3	0	28	549	0	1	0
702	1	1	1	0	28	549	0	1	0
702	1	4	2	0	28	549	0	1	0
702	2	2	1	0	28	549	0	1	0
702	2	5	3	0	28	549	0	1	0
702	3	3	1	0	28	549	0	1	0
702	3	6	3	0	28	549	0	1	0
703	1	1	1	0	28	549	0	1	0
703	1	4	2	0	28	549	0	1	0
703	2	2	1	0	28	549	0	1	0
703	2	5	3	0	28	549	0	1	0
703	3	3	1	0	28	549	0	1	0
703	3	6	3	0	28	549	0	1	0
704	1	1	1	0	28	549	0	1	0
704	1	4	2	0	28	549	0	1	0
704	2	2	1	0	28	549	0	1	0
704	2	5	3	0	28	549	0	1	0
704	3	3	1	0	28	549	0	1	0
704	3	6	3	0	28	549	0	1	0
705	1	1	1	0	28	549	0	1	0
705	1	4	2	0	28	549	0	1	0
705	2	2	1	0	28	549	0	1	0
705	2	5	3	0	28	549	0	1	0
705	3	3	1	0	28	549	0	1	0
705	3	6	3	0	28	549	0	1	0
706	1	4	2	0	28	549	0	1	0
706	2	2	1	0	28	549	0	1	0
706	2	5	3	0	28	549	0	1	0
706	3	3	1	0	28	549	0	1	0
706	3	6	3	0	28	549	0	1	0
707	1	1	1	0	28	549	0	1	0
707	1	4	2	0	28	549	0	1	0
707	2	2	1	0	28	549	0	1	0
707	2	5	3	0	28	549	0	1	0
707	3	3	1	0	28	549	0	1	0
707	3	6	3	0	28	549	0	1	0
708	1	1	1	0	28	549	0	1	0
708	1	4	2	0	28	549	0	1	0
708	2	2	1	0	28	549	0	1	0
708	2	5	3	0	28	549	0	1	0
708	3	3	1	0	28	549	0	1	0
708	3	6	3	0	28	549	0	1	0
709	1	1	1	0	28	549	0	1	0
709	1	4	2	0	28	549	0	1	0
709	2	2	1	0	28	549	0	1	0
709	2	5	3	0	28	549	0	1	0
709	3	3	1	0	28	549	0	1	0
709	3	6	3	0	28	549	0	1	0
710	1	1	1	0	28	549	0	1	0
710	1	4	2	0	28	549	0	1	0
710	2	2	1	0	28	549	0	1	0
710	2	5	3	0	28	549	0	1	0
710	3	3	1	0	28	549	0	1	0
710	3	6	3	0	28	549	0	1	0
711	1	1	1	0	28	549	0	1	0
711	1	4	2	0	28	549	0	1	0
711	2	2	1	0	28	549	0	1	0
711	2	5	3	0	28	549	0	1	0
711	3	3	1	0	28	549	0	1	0
711	3	6	3	0	28	549	0	1	0
712	1	1	1	0	28	549	0	1	0
712	1	4	2	0	28	549	0	1	0
712	2	2	1	0	28	549	0	1	0
712	2	5	3	0	28	549	0	1	0
712	3	3	1	0	28	549	0	1	0
712	3	6	3	0	28	549	0	1	0
713	1	4	2	0	28	549	0	1	0
713	2	2	1	0	28	549	0	1	0
713	2	5	3	0	28	549	0	1	0
713	3	3	1	0	28	549	0	1	0
713	3	6	3	0	28	549	0	1	0
714	1	1	1	0	28	549	0	1	0
714	1	4	2	0	28	549	0	1	0
714	2	2	1	0	28	549	0	1	0
714	2	5	3	0	28	549	0	1	0
714	3	3	1	0	28	549	0	1	0
714	3	6	3	0	28	549	0	1	0
715	1	1	1	0	28	549	0	1	0
715	1	4	2	0	28	549	0	1	0
715	2	2	1	0	28	549	0	1	0
715	2	5	3	0	28	549	0	1	0
715	3	3	1	0	28	549	0	1	0
715	3	6	3	0	28	549	0	1	0
716	1	1	1	0	28	549	0	1	0
716	1	4	2	0	28	549	0	1	0
716	2	2	1	0	28	549	0	1	0
716	2	5	3	0	28	549	0	1	0
716	3	6	3	0	28	549	0	1	0
717	1	1	1	0	28	549	0	1	0
717	1	4	2	0	28	549	0	1	0
717	2	2	1	0	28	549	0	1	0
717	2	5	3	0	28	549	0	1	0
717	3	3	1	0	28	549	0	1	0
717	3	6	3	0	28	549	0	1	0
718	1	1	1	0	28	549	0	1	0
718	1	4	2	0	28	549	0	1	0
718	2	2	1	0	28	549	0	1	0
718	2	5	3	0	28	549	0	1	0
718	3	3	1	0	28	549	0	1	0
718	3	6	3	0	28	549	0	1	0
719	1	1	1	0	28	549	0	1	0
719	1	4	2	0	28	549	0	1	0
719	2	2	1	0	28	549	0	1	0
719	2	5	3	0	28	549	0	1	0
719	3	3	1	0	28	549	0	1	0
719	3	6	3	0	28	549	0	1	0
720	1	1	1	0	28	549	0	1	0
720	1	4	2	0	28	549	0	1	0
720	2	2	1	0	28	549	0	1	0
720	2	5	3	0	28	549	0	1	0
720	3	3	1	0	28	549	0	1	0
720	3	6	3	0	28	549	0	1	0
721	1	1	1	0	28	549	0	1	0
721	1	4	2	0	28	549	0	1	0
721	2	2	1	0	28	549	0	1	0
721	2	5	3	0	28	549	0	1	0
721	3	3	1	0	28	549	0	1	0
721	3	6	3	0	28	549	0	1	0
722	1	1	1	0	28	549	0	1	0
722	1	4	2	0	28	549	0	1	0
722	2	2	1	0	28	549	0	1	0
722	2	5	3	0	28	549	0	1	0
722	3	3	1	0	28	549	0	1	0
722	3	6	3	0	28	549	0	1	0
723	1	1	1	0	28	549	0	1	0
723	1	4	2	0	28	549	0	1	0
723	2	2	1	0	28	549	0	1	0
723	2	5	3	0	28	549	0	1	0
723	3	6	3	0	28	549	0	1	0
724	1	1	1	0	28	549	0	1	0
724	1	4	2	0	28	549	0	1	0
724	2	2	1	0	28	549	0	1	0
724	2	5	3	0	28	549	0	1	0
724	3	3	1	0	28	549	0	1	0
724	3	6	3	0	28	549	0	1	0
725	1	1	1	0	28	549	0	1	0
725	1	4	2	0	28	549	0	1	0
725	2	2	1	0	28	549	0	1	0
725	2	5	3	0	28	549	0	1	0
725	3	3	1	0	28	549	0	1	0
725	3	6	3	0	28	549	0	1	0
726	1	1	1	0	28	549	0	1	0
726	1	4	2	0	28	549	0	1	0
726	2	2	1	0	28	549	0	1	0
726	2	5	3	0	28	549	0	1	0
726	3	6	3	0	28	549	0	1	0
727	1	1	1	0	28	549	0	1	0
727	1	4	2	0	28	549	0	1	0
727	2	2	1	0	28	549	0	1	0
727	2	5	3	0	28	549	0	1	0
727	3	3	1	0	28	549	0	1	0
727	3	6	3	0	28	549	0	1	0
728	1	1	1	0	28	549	0	1	0
728	1	4	2	0	28	549	0	1	0
728	2	2	1	0	28	549	0	1	0
728	2	5	3	0	28	549	0	1	0
728	3	3	1	0	28	549	0	1	0
728	3	6	3	0	28	549	0	1	0
729	1	1	1	0	28	549	0	1	0
729	1	4	2	0	28	549	0	1	0
729	2	2	1	0	28	549	0	1	0
729	2	5	3	0	28	549	0	1	0
729	3	3	1	0	28	549	0	1	0
729	3	6	3	0	28	549	0	1	0
730	1	1	1	0	28	549	0	1	0
730	1	4	2	0	28	549	0	1	0
730	2	2	1	0	28	549	0	1	0
730	2	5	3	0	28	549	0	1	0
730	3	3	1	0	28	549	0	1	0
730	3	6	3	0	28	549	0	1	0
731	1	1	1	0	28	549	0	1	0
731	1	4	2	0	28	549	0	1	0
731	2	2	1	0	28	549	0	1	0
731	2	5	3	0	28	549	0	1	0
731	3	3	1	0	28	549	0	1	0
731	3	6	3	0	28	549	0	1	0
732	1	1	1	0	28	549	0	1	0
732	1	4	2	0	28	549	0	1	0
732	2	2	1	0	28	549	0	1	0
732	2	5	3	0	28	549	0	1	0
732	3	3	1	0	28	549	0	1	0
732	3	6	3	0	28	549	0	1	0
733	1	1	1	0	28	549	0	1	0
733	1	4	2	0	28	549	0	1	0
733	2	2	1	0	28	549	0	1	0
733	2	5	3	0	28	549	0	1	0
733	3	6	3	0	28	549	0	1	0
734	1	1	1	0	28	549	0	1	0
734	1	4	2	0	28	549	0	1	0
734	2	2	1	0	28	549	0	1	0
734	2	5	3	0	28	549	0	1	0
734	3	3	1	0	28	549	0	1	0
734	3	6	3	0	28	549	0	1	0
735	1	1	1	0	28	549	0	1	0
735	1	4	2	0	28	549	0	1	0
735	2	2	1	0	28	549	0	1	0
735	2	5	3	0	28	549	0	1	0
735	3	3	1	0	28	549	0	1	0
735	3	6	3	0	28	549	0	1	0
736	1	1	1	0	28	549	0	1	0
736	1	4	2	0	28	549	0	1	0
736	2	2	1	0	28	549	0	1	0
736	2	5	3	0	28	549	0	1	0
736	3	3	1	0	28	549	0	1	0
736	3	6	3	0	28	549	0	1	0
737	1	1	1	0	28	549	0	1	0
737	1	4	2	0	28	549	0	1	0
737	2	2	1	0	28	549	0	1	0
737	2	5	3	0	28	549	0	1	0
737	3	3	1	0	28	549	0	1	0
737	3	6	3	0	28	549	0	1	0
738	1	1	1	0	28	549	0	1	0
738	1	4	2	0	28	549	0	1	0
738	2	2	1	0	28	549	0	1	0
738	2	5	3	0	28	549	0	1	0
738	3	3	1	0	28	549	0	1	0
738	3	6	3	0	28	549	0	1	0
739	1	1	1	0	28	549	0	1	0
739	1	4	2	0	28	549	0	1	0
739	2	2	1	0	28	549	0	1	0
739	2	5	3	0	28	549	0	1	0
739	3	3	1	0	28	549	0	1	0
739	3	6	3	0	28	549	0	1	0
740	1	1	1	0	28	549	0	1	0
740	1	4	2	0	28	549	0	1	0
740	2	2	1	0	28	549	0	1	0
740	2	5	3	0	28	549	0	1	0
740	3	3	1	0	28	549	0	1	0
740	3	6	3	0	28	549	0	1	0
741	1	4	2	0	28	549	0	1	0
741	2	2	1	0	28	549	0	1	0
741	2	5	3	0	28	549	0	1	0
741	3	3	1	0	28	549	0	1	0
741	3	6	3	0	28	549	0	1	0
742	1	1	1	0	28	549	0	1	0
742	1	4	2	0	28	549	0	1	0
742	2	2	1	0	28	549	0	1	0
742	2	5	3	0	28	549	0	1	0
742	3	3	1	0	28	549	0	1	0
742	3	6	3	0	28	549	0	1	0
743	1	1	1	0	28	549	0	1	0
743	1	4	2	0	28	549	0	1	0
743	2	2	1	0	28	549	0	1	0
743	2	5	3	0	28	549	0	1	0
743	3	3	1	0	28	549	0	1	0
743	3	6	3	0	28	549	0	1	0
744	1	1	1	0	28	549	0	1	0
744	1	4	2	0	28	549	0	1	0
744	2	2	1	0	28	549	0	1	0
744	2	5	3	0	28	549	0	1	0
744	3	3	1	0	28	549	0	1	0
744	3	6	3	0	28	549	0	1	0
745	1	1	1	0	28	549	0	1	0
745	1	4	2	0	28	549	0	1	0
745	2	2	1	0	28	549	0	1	0
745	2	5	3	0	28	549	0	1	0
745	3	3	1	0	28	549	0	1	0
745	3	6	3	0	28	549	0	1	0
746	1	1	1	0	28	549	0	1	0
746	1	4	2	0	28	549	0	1	0
746	2	2	1	0	28	549	0	1	0
746	2	5	3	0	28	549	0	1	0
746	3	3	1	0	28	549	0	1	0
746	3	6	3	0	28	549	0	1	0
747	1	1	1	0	28	549	0	1	0
747	1	4	2	0	28	549	0	1	0
747	2	2	1	0	28	549	0	1	0
747	2	5	3	0	28	549	0	1	0
747	3	3	1	0	28	549	0	1	0
747	3	6	3	0	28	549	0	1	0
748	1	4	2	0	28	549	0	1	0
748	2	2	1	0	28	549	0	1	0
748	2	5	3	0	28	549	0	1	0
748	3	3	1	0	28	549	0	1	0
748	3	6	3	0	28	549	0	1	0
749	1	1	1	0	28	549	0	1	0
749	1	4	2	0	28	549	0	1	0
749	2	2	1	0	28	549	0	1	0
749	2	5	3	0	28	549	0	1	0
749	3	3	1	0	28	549	0	1	0
749	3	6	3	0	28	549	0	1	0
750	1	1	1	0	28	549	0	1	0
750	1	4	2	0	28	549	0	1	0
750	2	2	1	0	28	549	0	1	0
750	2	5	3	0	28	549	0	1	0
750	3	3	1	0	28	549	0	1	0
750	3	6	3	0	28	549	0	1	0
751	1	1	1	0	28	549	0	1	0
751	1	4	2	0	28	549	0	1	0
751	2	2	1	0	28	549	0	1	0
751	2	5	3	0	28	549	0	1	0
751	3	3	1	0	28	549	0	1	0
751	3	6	3	0	28	549	0	1	0
752	1	1	1	0	28	549	0	1	0
752	1	4	2	0	28	549	0	1	0
752	2	2	1	0	28	549	0	1	0
752	2	5	3	0	28	549	0	1	0
752	3	3	1	0	28	549	0	1	0
752	3	6	3	0	28	549	0	1	0
753	1	1	1	0	28	549	0	1	0
753	1	4	2	0	28	549	0	1	0
753	2	2	1	0	28	549	0	1	0
753	2	5	3	0	28	549	0	1	0
753	3	3	1	0	28	549	0	1	0
753	3	6	3	0	28	549	0	1	0
754	1	1	1	0	28	549	0	1	0
754	1	4	2	0	28	549	0	1	0
754	2	2	1	0	28	549	0	1	0
754	2	5	3	0	28	549	0	1	0
754	3	3	1	0	28	549	0	1	0
754	3	6	3	0	28	549	0	1	0
755	1	1	1	0	28	549	0	1	0
755	1	4	2	0	28	549	0	1	0
755	2	2	1	0	28	549	0	1	0
755	2	5	3	0	28	549	0	1	0
755	3	3	1	0	28	549	0	1	0
755	3	6	3	0	28	549	0	1	0
756	1	1	1	0	28	549	0	1	0
756	1	4	2	0	28	549	0	1	0
756	2	2	1	0	28	549	0	1	0
756	2	5	3	0	28	549	0	1	0
756	3	3	1	0	28	549	0	1	0
756	3	6	3	0	28	549	0	1	0
757	1	1	1	0	28	549	0	1	0
757	1	4	2	0	28	549	0	1	0
757	2	2	1	0	28	549	0	1	0
757	2	5	3	0	28	549	0	1	0
757	3	3	1	0	28	549	0	1	0
757	3	6	3	0	28	549	0	1	0
758	1	1	1	0	28	549	0	1	0
758	1	4	2	0	28	549	0	1	0
758	2	2	1	0	28	549	0	1	0
758	2	5	3	0	28	549	0	1	0
758	3	3	1	0	28	549	0	1	0
758	3	6	3	0	28	549	0	1	0
759	1	1	1	0	28	549	0	1	0
759	1	4	2	0	28	549	0	1	0
759	2	2	1	0	28	549	0	1	0
759	2	5	3	0	28	549	0	1	0
759	3	3	1	0	28	549	0	1	0
759	3	6	3	0	28	549	0	1	0
760	1	1	1	0	28	549	0	1	0
760	1	4	2	0	28	549	0	1	0
760	2	2	1	0	28	549	0	1	0
760	2	5	3	0	28	549	0	1	0
760	3	3	1	0	28	549	0	1	0
760	3	6	3	0	28	549	0	1	0
761	1	1	1	0	28	549	0	1	0
761	1	4	2	0	28	549	0	1	0
761	2	2	1	0	28	549	0	1	0
761	2	5	3	0	28	549	0	1	0
761	3	3	1	0	28	549	0	1	0
761	3	6	3	0	28	549	0	1	0
762	1	1	1	0	28	549	0	1	0
762	1	4	2	0	28	549	0	1	0
762	2	2	1	0	28	549	0	1	0
762	2	5	3	0	28	549	0	1	0
762	3	3	1	0	28	549	0	1	0
762	3	6	3	0	28	549	0	1	0
763	1	4	2	0	28	549	0	1	0
763	2	2	1	0	28	549	0	1	0
763	2	5	3	0	28	549	0	1	0
763	3	3	1	0	28	549	0	1	0
763	3	6	3	0	28	549	0	1	0
764	1	1	1	0	28	549	0	1	0
764	1	4	2	0	28	549	0	1	0
764	2	2	1	0	28	549	0	1	0
764	2	5	3	0	28	549	0	1	0
764	3	3	1	0	28	549	0	1	0
764	3	6	3	0	28	549	0	1	0
765	1	1	1	0	28	549	0	1	0
765	1	4	2	0	28	549	0	1	0
765	2	2	1	0	28	549	0	1	0
765	2	5	3	0	28	549	0	1	0
765	3	3	1	0	28	549	0	1	0
765	3	6	3	0	28	549	0	1	0
766	1	1	1	0	28	549	0	1	0
766	1	4	2	0	28	549	0	1	0
766	2	2	1	0	28	549	0	1	0
766	2	5	3	0	28	549	0	1	0
766	3	3	1	0	28	549	0	1	0
766	3	6	3	0	28	549	0	1	0
767	1	1	1	0	28	549	0	1	0
767	1	4	2	0	28	549	0	1	0
767	2	2	1	0	28	549	0	1	0
767	2	5	3	0	28	549	0	1	0
767	3	3	1	0	28	549	0	1	0
767	3	6	3	0	28	549	0	1	0
768	1	1	1	0	28	549	0	1	0
768	1	4	2	0	28	549	0	1	0
768	2	2	1	0	28	549	0	1	0
768	2	5	3	0	28	549	0	1	0
768	3	3	1	0	28	549	0	1	0
768	3	6	3	0	28	549	0	1	0
769	1	1	1	0	28	549	0	1	0
769	1	4	2	0	28	549	0	1	0
769	2	2	1	0	28	549	0	1	0
769	2	5	3	0	28	549	0	1	0
769	3	3	1	0	28	549	0	1	0
769	3	6	3	0	28	549	0	1	0
770	1	4	2	0	28	549	0	1	0
770	2	2	1	0	28	549	0	1	0
770	2	5	3	0	28	549	0	1	0
770	3	3	1	0	28	549	0	1	0
770	3	6	3	0	28	549	0	1	0
771	1	1	1	0	28	549	0	1	0
771	1	4	2	0	28	549	0	1	0
771	2	2	1	0	28	549	0	1	0
771	2	5	3	0	28	549	0	1	0
771	3	3	1	0	28	549	0	1	0
771	3	6	3	0	28	549	0	1	0
772	1	1	1	0	28	549	0	1	0
772	1	4	2	0	28	549	0	1	0
772	2	2	1	0	28	549	0	1	0
772	2	5	3	0	28	549	0	1	0
772	3	3	1	0	28	549	0	1	0
772	3	6	3	0	28	549	0	1	0
773	1	1	1	0	28	549	0	1	0
773	1	4	2	0	28	549	0	1	0
773	2	2	1	0	28	549	0	1	0
773	2	5	3	0	28	549	0	1	0
773	3	3	1	0	28	549	0	1	0
773	3	6	3	0	28	549	0	1	0
774	1	1	1	0	28	549	0	1	0
774	1	4	2	0	28	549	0	1	0
774	2	2	1	0	28	549	0	1	0
774	2	5	3	0	28	549	0	1	0
774	3	3	1	0	28	549	0	1	0
774	3	6	3	0	28	549	0	1	0
775	1	1	1	0	28	549	0	1	0
775	1	4	2	0	28	549	0	1	0
775	2	2	1	0	28	549	0	1	0
775	2	5	3	0	28	549	0	1	0
775	3	3	1	0	28	549	0	1	0
775	3	6	3	0	28	549	0	1	0
776	1	1	1	0	28	549	0	1	0
776	1	4	2	0	28	549	0	1	0
776	2	2	1	0	28	549	0	1	0
776	2	5	3	0	28	549	0	1	0
776	3	3	1	0	28	549	0	1	0
776	3	6	3	0	28	549	0	1	0
777	1	1	1	0	28	549	0	1	0
777	1	4	2	0	28	549	0	1	0
777	2	2	1	0	28	549	0	1	0
777	2	5	3	0	28	549	0	1	0
777	3	3	1	0	28	549	0	1	0
777	3	6	3	0	28	549	0	1	0
778	1	1	1	0	28	549	0	1	0
778	1	4	2	0	28	549	0	1	0
778	2	2	1	0	28	549	0	1	0
778	2	5	3	0	28	549	0	1	0
778	3	3	1	0	28	549	0	1	0
778	3	6	3	0	28	549	0	1	0
779	1	1	1	0	28	549	0	1	0
779	1	4	2	0	28	549	0	1	0
779	2	2	1	0	28	549	0	1	0
779	2	5	3	0	28	549	0	1	0
779	3	3	1	0	28	549	0	1	0
779	3	6	3	0	28	549	0	1	0
780	1	1	1	0	28	549	0	1	0
780	1	4	2	0	28	549	0	1	0
780	2	2	1	0	28	549	0	1	0
780	2	5	3	0	28	549	0	1	0
780	3	3	1	0	28	549	0	1	0
780	3	6	3	0	28	549	0	1	0
781	1	1	1	0	28	549	0	1	0
781	1	4	2	0	28	549	0	1	0
781	2	2	1	0	28	549	0	1	0
781	2	5	3	0	28	549	0	1	0
781	3	3	1	0	28	549	0	1	0
781	3	6	3	0	28	549	0	1	0
782	1	1	1	0	28	549	0	1	0
782	1	4	2	0	28	549	0	1	0
782	2	2	1	0	28	549	0	1	0
782	2	5	3	0	28	549	0	1	0
782	3	3	1	0	28	549	0	1	0
782	3	6	3	0	28	549	0	1	0
783	1	1	1	0	28	549	0	1	0
783	1	4	2	0	28	549	0	1	0
783	2	2	1	0	28	549	0	1	0
783	2	5	3	0	28	549	0	1	0
783	3	3	1	0	28	549	0	1	0
783	3	6	3	0	28	549	0	1	0
784	1	1	1	0	28	549	0	1	0
784	1	4	2	0	28	549	0	1	0
784	2	2	1	0	28	549	0	1	0
784	2	5	3	0	28	549	0	1	0
784	3	3	1	0	28	549	0	1	0
784	3	6	3	0	28	549	0	1	0
785	1	1	1	0	28	549	0	1	0
785	1	4	2	0	28	549	0	1	0
785	2	2	1	0	28	549	0	1	0
785	2	5	3	0	28	549	0	1	0
785	3	3	1	0	28	549	0	1	0
785	3	6	3	0	28	549	0	1	0
786	1	1	1	0	28	549	0	1	0
786	1	4	2	0	28	549	0	1	0
786	2	2	1	0	28	549	0	1	0
786	2	5	3	0	28	549	0	1	0
786	3	3	1	0	28	549	0	1	0
786	3	6	3	0	28	549	0	1	0
787	1	1	1	0	28	549	0	1	0
787	1	4	2	0	28	549	0	1	0
787	2	2	1	0	28	549	0	1	0
787	2	5	3	0	28	549	0	1	0
787	3	3	1	0	28	549	0	1	0
787	3	6	3	0	28	549	0	1	0
788	1	1	1	0	28	549	0	1	0
788	1	4	2	0	28	549	0	1	0
788	2	2	1	0	28	549	0	1	0
788	2	5	3	0	28	549	0	1	0
788	3	3	1	0	28	549	0	1	0
788	3	6	3	0	28	549	0	1	0
789	1	1	1	0	28	549	0	1	0
789	1	4	2	0	28	549	0	1	0
789	2	2	1	0	28	549	0	1	0
789	2	5	3	0	28	549	0	1	0
789	3	3	1	0	28	549	0	1	0
789	3	6	3	0	28	549	0	1	0
790	1	1	1	0	28	549	0	1	0
790	1	4	2	0	28	549	0	1	0
790	2	2	1	0	28	549	0	1	0
790	2	5	3	0	28	549	0	1	0
790	3	3	1	0	28	549	0	1	0
